Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Grade_Category
ID02724,Male,19,Mathematics,84.9,1.6,2.83,5.3,7,2.88,Average
ID02725,Male,21,Psychology,87.8,2.0,3.69,7.5,12,3.76,Excellent
ID02726,Male,20,Business,81.3,8.4,3.4,4.6,8,3.82,Excellent
ID02727,Male,18,Psychology,93.5,2.5,2.33,8.3,9,2.36,Poor
ID02728,Male,18,Economics,74.9,6.0,3.37,8.6,5,3.54,Excellent
ID02729,Male,22,Engineering,99.9,7.4,3.36,7.0,4,3.81,Excellent
ID02730,Male,22,Psychology,81.2,2.5,3.31,6.9,3,3.43,Good
ID02731,Female,21,Business,78.7,3.7,3.03,8.2,5,2.95,Average
ID02732,Male,18,Mathematics,85.3,6.0,2.63,6.1,6,3.06,Good
ID02733,Male,21,Computer Science,76.1,1.2,3.77,8.6,6,3.49,Good
ID02734,Female,20,Psychology,89.9,3.3,3.05,7.4,4,3.3,Good
ID02735,Female,19,Computer Science,76.9,7.9,2.66,4.6,8,2.91,Average
ID02736,Female,18,Economics,92.0,4.9,3.33,9.8,8,3.68,Excellent
ID02737,Female,23,Psychology,100.0,4.9,2.73,7.3,6,3.01,Good
ID02738,Male,24,Psychology,74.2,6.8,2.63,6.5,9,3.0,Good
ID02739,Female,20,Mathematics,83.0,2.7,2.91,7.2,7,3.12,Good
ID02740,Male,18,Engineering,91.9,1.9,2.77,5.9,9,2.93,Average
ID02741,Male,24,Business,78.5,4.7,2.64,6.8,9,2.75,Average
ID02742,Male,23,Business,92.0,2.9,3.5,8.2,6,3.58,Excellent
ID02743,Male,22,Business,93.3,2.7,3.04,8.0,8,3.24,Good
ID02744,Male,21,Economics,100.0,1.9,3.73,7.9,8,3.97,Excellent
ID02745,Female,22,Engineering,75.9,5.3,2.67,6.1,7,2.69,Average
ID02746,Female,19,Computer Science,70.9,3.5,2.24,5.7,8,2.09,Poor
ID02747,Female,22,Business,80.4,1.9,3.17,7.6,7,3.46,Good
ID02748,Male,18,Computer Science,70.5,7.0,4.0,8.2,7,4.0,Excellent
ID02749,Female,23,Engineering,93.5,3.2,3.37,5.9,7,3.7,Excellent
ID02750,Female,22,Economics,67.6,5.4,4.0,6.7,8,3.97,Excellent
ID02751,Male,18,Engineering,100.0,9.6,3.27,7.6,7,3.99,Excellent
ID02752,Female,19,Mathematics,100.0,6.9,3.22,6.9,12,3.89,Excellent
ID02753,Male,24,Business,85.2,9.0,2.02,8.7,9,2.55,Average
ID02754,Male,23,Economics,98.0,6.9,3.31,5.0,7,3.75,Excellent
ID02755,Female,22,Mathematics,60.4,3.3,3.18,4.8,8,3.28,Good
ID02756,Male,21,Business,100.0,2.3,2.9,8.6,7,3.21,Good
ID02757,Male,21,Engineering,76.1,3.2,3.03,7.9,9,3.06,Good
ID02758,Female,23,Engineering,83.2,3.3,3.07,7.1,7,3.49,Good
ID02759,Female,21,Psychology,57.2,8.1,3.01,6.5,11,2.84,Average
ID02760,Male,22,Psychology,92.3,2.9,4.0,7.7,5,4.0,Excellent
ID02761,Male,22,Engineering,68.4,1.6,2.91,7.3,9,2.93,Average
ID02762,Male,23,Engineering,86.5,4.5,3.18,7.4,6,3.47,Good
ID02763,Female,22,Computer Science,76.8,4.1,2.9,6.9,8,2.94,Average
ID02764,Male,24,Computer Science,68.8,2.4,3.49,7.8,8,3.33,Good
ID02765,Male,18,Mathematics,72.9,3.1,3.19,8.4,7,3.25,Good
ID02766,Female,19,Psychology,88.4,9.2,2.96,8.4,7,3.63,Excellent
ID02767,Male,24,Psychology,65.8,5.3,2.14,7.7,5,2.25,Poor
ID02768,Male,24,Engineering,73.8,3.2,3.22,7.0,8,3.11,Good
ID02769,Male,21,Engineering,94.9,2.3,2.95,7.7,4,3.29,Good
ID02770,Female,18,Mathematics,100.0,11.9,3.07,8.8,13,3.6,Excellent
ID02771,Male,23,Economics,92.2,10.3,2.51,6.8,8,3.07,Good
ID02772,Male,21,Economics,71.2,6.6,3.82,6.6,14,4.0,Excellent
ID02773,Female,18,Economics,79.5,3.4,3.53,7.7,7,3.39,Good
ID02774,Male,22,Psychology,85.5,2.3,3.82,8.1,11,3.94,Excellent
ID02775,Male,23,Computer Science,79.8,2.3,3.67,6.8,6,3.66,Excellent
ID02776,Male,23,Economics,98.5,3.4,3.4,7.7,6,3.56,Excellent
ID02777,Male,21,Business,88.3,2.9,2.53,5.7,5,2.54,Average
ID02778,Male,22,Mathematics,98.6,3.9,4.0,7.0,8,4.0,Excellent
ID02779,Male,21,Economics,80.3,3.8,2.64,9.3,8,2.73,Average
ID02780,Male,20,Business,100.0,2.0,2.97,7.9,9,3.12,Good
ID02781,Male,18,Economics,82.5,2.1,3.45,6.0,6,3.7,Excellent
ID02782,Female,20,Computer Science,70.4,3.2,3.48,6.2,9,3.43,Good
ID02783,Female,18,Computer Science,100.0,3.7,3.39,5.1,5,3.71,Excellent
ID02784,Female,19,Economics,57.6,8.7,2.9,9.4,8,2.97,Average
ID02785,Female,24,Business,73.9,4.7,2.8,5.5,9,2.89,Average
ID02786,Male,23,Mathematics,75.6,4.6,4.0,4.0,9,4.0,Excellent
ID02787,Female,21,Business,100.0,4.8,3.08,4.9,6,3.33,Good
ID02788,Male,19,Mathematics,100.0,7.6,3.02,7.1,11,3.47,Good
ID02789,Female,19,Economics,100.0,14.0,2.74,5.9,7,3.38,Good
ID02790,Female,23,Mathematics,80.0,2.8,3.22,7.2,9,3.66,Excellent
ID02791,Female,23,Engineering,100.0,11.4,3.2,7.5,8,3.88,Excellent
ID02792,Female,18,Psychology,90.5,1.4,3.09,6.1,10,3.39,Good
ID02793,Female,20,Psychology,99.7,3.3,3.29,5.6,7,3.57,Excellent
ID02794,Male,22,Computer Science,87.7,1.9,3.98,8.4,2,3.95,Excellent
ID02795,Male,18,Engineering,84.3,5.9,2.8,7.4,11,3.4,Good
ID02796,Female,22,Psychology,81.2,6.8,3.12,4.0,11,3.5,Excellent
ID02797,Male,19,Economics,81.9,1.6,2.78,4.7,4,2.8,Average
ID02798,Female,22,Mathematics,94.1,7.3,3.25,4.3,9,3.86,Excellent
ID02799,Female,20,Mathematics,90.5,4.9,2.82,6.8,9,3.32,Good
ID02800,Male,18,Business,84.5,6.4,2.84,7.3,6,3.36,Good
ID02801,Female,23,Business,100.0,8.0,2.37,6.7,10,3.12,Good
ID02802,Female,20,Mathematics,40.5,6.0,3.15,6.1,6,3.1,Good
ID02803,Female,24,Economics,92.6,1.4,3.31,8.5,8,3.28,Good
ID02804,Female,20,Mathematics,95.8,3.1,4.0,7.5,8,4.0,Excellent
ID02805,Male,24,Business,100.0,1.5,3.33,5.6,5,3.49,Good
ID02806,Female,18,Psychology,84.0,0.9,2.88,5.7,4,2.89,Average
ID02807,Female,23,Computer Science,88.1,1.8,2.42,5.9,6,2.69,Average
ID02808,Male,20,Business,99.8,3.2,2.49,6.5,13,2.62,Average
ID02809,Male,24,Economics,100.0,10.9,2.45,7.1,9,3.21,Good
ID02810,Female,23,Psychology,80.5,3.9,4.0,7.6,4,4.0,Excellent
ID02811,Male,21,Psychology,89.0,4.9,3.24,5.8,11,3.37,Good
ID02812,Female,21,Psychology,100.0,2.8,2.81,5.0,18,2.64,Average
ID02813,Female,21,Engineering,53.1,3.5,2.62,7.6,9,2.29,Poor
ID02814,Male,22,Engineering,74.6,4.1,2.67,8.2,8,2.67,Average
ID02815,Female,20,Psychology,100.0,3.3,2.8,9.6,7,3.04,Good
ID02816,Female,18,Economics,100.0,5.5,3.76,7.6,13,4.0,Excellent
ID02817,Male,18,Mathematics,92.8,2.6,3.09,5.9,7,3.14,Good
ID02818,Male,22,Economics,78.3,1.5,2.38,7.9,7,2.45,Poor
ID02819,Male,18,Engineering,71.8,1.2,4.0,6.8,6,4.0,Excellent
ID02820,Male,24,Business,76.1,6.5,2.53,5.0,4,2.49,Poor
ID02821,Female,21,Engineering,100.0,0.5,2.8,6.9,10,2.96,Average
ID02822,Male,20,Mathematics,75.6,3.4,3.76,7.4,11,3.78,Excellent
ID02823,Female,18,Computer Science,86.5,1.9,3.31,9.2,9,3.62,Excellent
ID02824,Male,18,Engineering,73.7,5.6,2.87,7.1,6,3.16,Good
ID02825,Male,19,Economics,97.6,4.0,2.48,5.8,7,2.56,Average
ID02826,Female,19,Economics,76.9,4.0,2.62,4.2,11,2.75,Average
ID02827,Female,19,Psychology,83.5,4.2,2.65,5.2,6,2.74,Average
ID02828,Male,20,Psychology,59.7,4.1,3.1,5.5,8,2.77,Average
ID02829,Male,21,Psychology,60.8,1.5,3.2,9.5,7,2.95,Average
ID02830,Male,23,Computer Science,85.1,2.9,3.03,6.7,8,3.28,Good
ID02831,Male,21,Mathematics,65.1,2.2,3.08,6.9,5,3.09,Good
ID02832,Female,21,Business,100.0,2.5,2.57,8.7,9,2.78,Average
ID02833,Male,20,Economics,54.1,4.2,3.25,7.9,4,2.88,Average
ID02834,Male,24,Economics,73.0,6.6,3.74,6.6,11,4.0,Excellent
ID02835,Male,24,Mathematics,85.3,6.4,3.02,8.7,11,3.2,Good
ID02836,Female,20,Computer Science,79.5,4.6,3.01,6.0,11,3.03,Good
ID02837,Female,19,Psychology,68.4,3.0,3.14,7.4,5,3.26,Good
ID02838,Male,18,Mathematics,70.6,4.0,3.66,5.1,9,3.75,Excellent
ID02839,Female,22,Business,70.1,6.0,2.65,7.4,6,2.92,Average
ID02840,Male,22,Psychology,80.7,2.5,3.83,8.5,9,3.95,Excellent
ID02841,Male,23,Business,100.0,3.9,3.31,8.3,9,3.62,Excellent
ID02842,Female,18,Engineering,86.2,2.8,3.11,8.4,12,3.41,Good
ID02843,Female,23,Business,100.0,2.4,3.71,10.0,10,3.91,Excellent
ID02844,Female,19,Psychology,92.6,3.8,2.51,6.6,17,2.62,Average
ID02845,Female,23,Engineering,100.0,3.0,3.36,5.6,8,3.58,Excellent
ID02846,Male,18,Psychology,43.0,4.7,3.32,7.7,12,2.93,Average
ID02847,Female,18,Economics,80.4,3.1,2.63,5.7,8,2.74,Average
ID02848,Male,22,Psychology,100.0,3.6,3.33,5.3,9,3.64,Excellent
ID02849,Female,24,Engineering,76.4,1.5,3.24,6.6,3,3.06,Good
ID02850,Male,19,Business,100.0,6.1,3.01,10.0,10,3.35,Good
ID02851,Female,20,Economics,100.0,6.2,3.53,8.0,7,4.0,Excellent
ID02852,Male,23,Computer Science,78.0,2.2,2.81,7.6,3,2.84,Average
ID02853,Male,22,Computer Science,77.5,2.3,3.24,4.5,6,3.01,Good
ID02854,Female,23,Computer Science,69.8,4.3,3.03,6.1,6,3.13,Good
ID02855,Male,23,Computer Science,75.6,2.9,2.79,9.1,8,2.72,Average
ID02856,Male,20,Mathematics,66.5,4.6,3.35,6.6,8,3.57,Excellent
ID02857,Male,19,Computer Science,91.4,8.3,3.0,10.0,5,3.49,Good
ID02858,Male,18,Engineering,63.2,2.3,2.36,7.7,11,2.24,Poor
ID02859,Male,21,Computer Science,94.1,6.4,2.2,6.8,4,2.68,Average
ID02860,Male,23,Psychology,94.4,2.0,3.49,6.5,5,3.58,Excellent
ID02861,Female,21,Computer Science,60.1,2.5,2.49,6.9,8,2.51,Average
ID02862,Male,19,Business,100.0,4.3,3.24,4.8,12,3.67,Excellent
ID02863,Female,21,Engineering,92.7,5.5,3.13,8.5,6,3.47,Good
ID02864,Female,23,Engineering,96.2,8.2,2.92,7.7,8,3.4,Good
ID02865,Male,20,Economics,73.6,9.8,4.0,6.6,10,4.0,Excellent
ID02866,Female,21,Mathematics,94.3,3.2,3.19,6.8,11,3.66,Excellent
ID02867,Male,19,Psychology,100.0,3.9,3.48,8.2,6,3.85,Excellent
ID02868,Female,19,Engineering,83.5,4.7,3.24,10.0,4,3.65,Excellent
ID02869,Male,24,Business,100.0,3.8,2.98,9.3,9,3.25,Good
ID02870,Male,24,Computer Science,85.7,3.2,3.09,7.3,4,3.36,Good
ID02871,Female,20,Engineering,100.0,2.7,3.83,5.8,7,3.87,Excellent
ID02872,Female,21,Business,89.4,5.5,3.64,4.7,9,4.0,Excellent
ID02873,Female,21,Computer Science,93.8,8.2,4.0,7.2,8,4.0,Excellent
ID02874,Male,24,Mathematics,59.9,1.3,3.21,5.8,19,2.33,Poor
ID02875,Female,18,Engineering,90.6,3.4,2.66,7.2,7,3.09,Good
ID02876,Male,22,Engineering,74.0,1.4,2.88,7.4,10,2.74,Average
ID02877,Male,19,Business,72.3,5.3,2.51,8.1,2,2.56,Average
ID02878,Male,18,Economics,100.0,2.4,3.48,5.2,11,3.75,Excellent
ID02879,Female,19,Psychology,81.8,7.6,2.81,5.7,14,3.26,Good
ID02880,Male,18,Mathematics,70.0,3.6,1.57,6.5,6,1.6,Poor
ID02881,Male,24,Psychology,79.6,5.4,4.0,7.4,13,3.94,Excellent
ID02882,Female,24,Engineering,65.5,2.2,2.81,7.3,7,2.77,Average
ID02883,Male,22,Psychology,100.0,4.2,2.81,10.0,7,3.05,Good
ID02884,Male,18,Computer Science,74.6,4.2,3.94,4.0,8,4.0,Excellent
ID02885,Male,19,Mathematics,92.9,4.9,2.5,8.7,7,2.77,Average
ID02886,Female,21,Psychology,100.0,2.6,3.67,8.6,10,3.9,Excellent
ID02887,Male,19,Computer Science,77.5,7.2,2.81,5.6,12,3.03,Good
ID02888,Male,23,Business,93.0,4.7,2.44,6.3,12,2.81,Average
ID02889,Female,24,Psychology,69.5,8.0,3.95,9.6,9,4.0,Excellent
ID02890,Female,20,Mathematics,100.0,1.5,3.56,6.1,8,3.94,Excellent
ID02891,Male,20,Computer Science,99.0,4.2,3.56,6.1,7,4.0,Excellent
ID02892,Female,24,Psychology,82.1,3.5,3.28,7.2,9,3.76,Excellent
ID02893,Female,23,Business,73.4,9.9,3.4,7.8,10,3.65,Excellent
ID02894,Female,20,Psychology,83.3,5.6,2.48,8.5,13,2.74,Average
ID02895,Male,24,Computer Science,79.9,3.8,3.16,8.6,6,3.27,Good
ID02896,Female,20,Psychology,100.0,5.4,2.64,8.2,9,2.81,Average
ID02897,Male,24,Mathematics,66.6,3.0,2.41,4.1,5,2.37,Poor
ID02898,Male,22,Engineering,87.0,5.0,3.31,6.9,7,3.63,Excellent
ID02899,Male,21,Computer Science,84.7,13.0,3.68,8.0,7,4.0,Excellent
ID02900,Male,21,Computer Science,83.2,2.7,2.91,8.0,5,3.33,Good
ID02901,Male,19,Computer Science,83.4,4.2,2.99,5.9,4,3.21,Good
ID02902,Female,23,Computer Science,83.3,2.4,2.53,5.5,9,2.56,Average
ID02903,Male,24,Psychology,98.1,2.1,3.1,5.4,12,3.35,Good
ID02904,Male,18,Mathematics,94.1,6.4,3.48,7.7,10,3.77,Excellent
ID02905,Male,19,Business,91.3,1.8,3.5,8.5,9,3.45,Good
ID02906,Male,19,Mathematics,39.5,5.0,3.37,7.2,5,3.32,Good
ID02907,Female,24,Computer Science,89.5,6.2,2.79,5.4,4,3.28,Good
ID02908,Male,24,Economics,60.2,3.0,2.77,7.3,6,2.8,Average
ID02909,Male,19,Psychology,94.7,7.8,3.5,5.6,7,4.0,Excellent
ID02910,Male,19,Economics,100.0,7.4,3.51,5.9,9,4.0,Excellent
ID02911,Male,21,Psychology,71.1,3.0,3.01,6.4,10,2.84,Average
ID02912,Male,18,Computer Science,81.1,1.6,2.89,5.8,8,2.91,Average
ID02913,Female,19,Psychology,76.0,5.2,3.68,5.3,4,3.78,Excellent
ID02914,Female,21,Computer Science,100.0,3.7,2.92,9.3,7,3.06,Good
ID02915,Male,19,Mathematics,86.4,4.4,3.47,4.2,10,3.62,Excellent
ID02916,Female,20,Engineering,100.0,5.2,3.03,6.1,9,3.42,Good
ID02917,Female,19,Psychology,91.2,1.4,2.58,6.7,7,2.89,Average
ID02918,Female,24,Computer Science,88.6,2.9,3.91,8.8,8,3.99,Excellent
ID02919,Male,23,Economics,86.0,9.3,3.16,7.4,5,3.75,Excellent
ID02920,Male,23,Computer Science,97.3,4.4,2.74,6.6,4,3.12,Good
ID02921,Male,19,Economics,58.9,5.4,2.4,5.9,14,1.99,Poor
ID02922,Female,22,Psychology,86.3,4.2,2.45,8.7,8,2.7,Average
ID02923,Female,20,Business,83.9,5.3,2.91,5.8,10,3.37,Good
ID02924,Male,18,Economics,95.9,7.4,4.0,7.3,8,4.0,Excellent
ID02925,Male,19,Computer Science,82.2,0.9,2.81,6.7,6,3.01,Good
ID02926,Female,18,Psychology,69.4,6.0,3.82,7.7,11,3.82,Excellent
ID02927,Female,20,Computer Science,85.1,3.8,3.03,9.4,5,3.08,Good
ID02928,Female,19,Business,68.8,6.6,2.51,8.1,10,2.42,Poor
ID02929,Female,22,Engineering,56.1,3.1,2.86,6.8,9,2.67,Average
ID02930,Male,21,Business,95.9,3.0,2.46,9.5,8,2.74,Average
ID02931,Female,22,Mathematics,93.7,1.7,2.67,9.4,11,2.9,Average
ID02932,Female,24,Psychology,92.0,3.8,2.66,8.7,7,2.82,Average
ID02933,Male,22,Business,100.0,1.7,2.15,7.4,10,2.22,Poor
ID02934,Male,21,Engineering,75.0,3.6,3.86,5.8,11,3.88,Excellent
ID02935,Female,24,Computer Science,63.5,4.4,3.21,4.0,9,3.35,Good
ID02936,Male,21,Psychology,83.9,2.5,2.76,7.3,10,3.02,Good
ID02937,Female,23,Economics,79.8,1.3,3.21,8.2,15,3.13,Good
ID02938,Female,21,Business,72.4,1.1,2.68,5.0,8,2.58,Average
ID02939,Female,19,Engineering,83.8,2.1,1.76,7.6,5,2.16,Poor
ID02940,Male,18,Business,75.8,1.0,4.0,6.3,12,3.71,Excellent
ID02941,Male,23,Mathematics,57.5,4.3,3.19,7.8,6,3.14,Good
ID02942,Female,23,Psychology,78.4,13.2,2.81,6.1,7,3.47,Good
ID02943,Male,18,Computer Science,68.0,1.7,2.13,5.9,11,2.12,Poor
ID02944,Female,23,Engineering,88.5,14.0,2.35,6.9,8,3.4,Good
ID02945,Female,21,Business,75.2,4.2,3.93,5.2,9,3.95,Excellent
ID02946,Male,22,Psychology,100.0,4.7,3.85,8.4,9,3.97,Excellent
ID02947,Male,20,Business,100.0,1.4,3.48,7.0,10,3.83,Excellent
ID02948,Male,21,Psychology,95.2,4.4,2.54,5.3,9,2.66,Average
ID02949,Male,24,Mathematics,61.7,2.8,3.85,6.1,10,3.94,Excellent
ID02950,Female,24,Business,100.0,9.0,3.32,7.9,9,3.89,Excellent
ID02951,Female,22,Mathematics,100.0,1.1,3.43,6.5,9,3.44,Good
ID02952,Female,22,Economics,85.3,2.9,3.32,8.1,7,3.49,Good
ID02953,Female,23,Economics,100.0,2.3,2.35,5.5,7,2.63,Average
ID02954,Male,19,Engineering,76.7,4.8,2.5,6.6,4,2.42,Poor
ID02955,Female,19,Mathematics,57.0,0.6,2.84,6.9,3,2.22,Poor
ID02956,Female,23,Psychology,73.6,8.8,3.42,10.0,9,3.59,Excellent
ID02957,Female,23,Engineering,100.0,4.7,2.41,5.9,10,2.5,Average
ID02958,Female,18,Business,62.6,4.5,3.01,7.9,4,3.26,Good
ID02959,Male,18,Business,85.0,1.8,3.01,7.7,4,3.38,Good
ID02960,Female,20,Psychology,85.5,6.2,3.5,9.6,11,3.91,Excellent
ID02961,Male,20,Computer Science,77.3,5.8,3.44,9.0,7,3.29,Good
ID02962,Male,20,Computer Science,78.3,7.7,2.59,6.3,9,2.85,Average
ID02963,Male,20,Business,86.1,3.3,3.82,5.4,6,4.0,Excellent
ID02964,Female,22,Psychology,76.6,1.3,2.52,4.9,9,2.37,Poor
ID02965,Female,22,Computer Science,63.7,2.6,3.65,7.4,12,3.81,Excellent
ID02966,Female,18,Mathematics,88.2,6.7,2.82,8.5,8,3.34,Good
ID02967,Female,19,Business,100.0,2.9,3.18,8.7,8,3.32,Good
ID02968,Female,23,Economics,98.0,11.1,3.21,6.6,6,3.99,Excellent
ID02969,Female,24,Mathematics,72.9,6.3,3.2,7.1,5,3.35,Good
ID02970,Male,19,Psychology,66.2,10.2,3.44,9.1,8,3.87,Excellent
ID02971,Male,21,Economics,80.7,3.0,3.3,5.9,12,3.55,Excellent
ID02972,Male,22,Mathematics,100.0,5.1,3.49,4.0,7,3.83,Excellent
ID02973,Female,20,Computer Science,94.7,2.1,3.33,8.7,9,3.49,Good
ID02974,Female,20,Computer Science,95.6,6.4,2.47,5.3,5,2.79,Average
ID02975,Male,21,Economics,98.3,5.3,3.23,6.6,7,3.5,Excellent
ID02976,Male,19,Engineering,91.3,6.0,2.82,7.7,8,3.18,Good
ID02977,Female,20,Business,86.8,3.1,2.55,6.3,8,2.79,Average
ID02978,Male,19,Economics,94.9,4.3,2.96,8.6,11,3.09,Good
ID02979,Female,23,Psychology,76.8,4.2,3.19,10.0,13,3.28,Good
ID02980,Female,21,Business,63.8,3.1,3.22,5.8,2,2.93,Average
ID02981,Male,24,Mathematics,95.8,4.4,3.63,7.2,5,4.0,Excellent
ID02982,Male,19,Psychology,100.0,4.9,3.75,7.0,5,4.0,Excellent
ID02983,Female,23,Psychology,68.2,5.4,3.27,7.5,10,3.21,Good
ID02984,Female,19,Computer Science,97.3,3.1,3.36,6.1,9,3.86,Excellent
ID02985,Male,19,Mathematics,100.0,6.2,3.15,6.0,7,3.81,Excellent
ID02986,Female,20,Computer Science,85.0,6.0,3.48,6.1,7,3.81,Excellent
ID02987,Male,18,Computer Science,72.7,5.5,3.34,6.3,9,3.32,Good
ID02988,Male,22,Engineering,86.8,6.5,3.07,6.3,10,3.42,Good
ID02989,Female,19,Computer Science,76.7,3.6,4.0,4.0,10,3.93,Excellent
ID02990,Female,19,Business,75.7,1.9,2.83,7.1,5,2.7,Average
ID02991,Male,19,Psychology,91.5,6.0,3.83,6.5,11,4.0,Excellent
ID02992,Female,18,Computer Science,60.9,2.8,2.42,5.9,8,2.43,Poor
ID02993,Female,23,Economics,63.3,1.3,3.51,7.1,5,3.58,Excellent
ID02994,Male,24,Business,85.3,2.8,3.82,7.0,8,4.0,Excellent
ID02995,Male,24,Mathematics,84.7,4.4,2.15,6.4,8,2.53,Average
ID02996,Female,21,Psychology,90.2,8.4,3.17,7.0,6,3.64,Excellent
ID02997,Male,20,Economics,100.0,4.9,3.46,6.1,10,3.88,Excellent
ID02998,Male,18,Economics,86.6,6.5,3.23,5.2,8,3.75,Excellent
ID02999,Male,23,Mathematics,94.0,6.0,3.29,9.9,10,3.45,Good
ID03000,Female,19,Economics,70.4,4.8,3.17,6.3,9,3.42,Good
ID03001,Female,23,Business,96.5,3.4,2.55,7.4,4,2.76,Average
ID03002,Female,18,Mathematics,77.1,2.1,4.0,10.0,5,3.78,Excellent
ID03003,Male,18,Economics,86.1,11.8,2.85,6.4,7,3.54,Excellent
ID03004,Female,18,Mathematics,83.4,2.9,3.32,7.7,6,3.78,Excellent
ID03005,Female,21,Mathematics,100.0,3.4,2.78,10.0,14,2.87,Average
ID03006,Female,22,Computer Science,65.4,3.7,1.96,4.5,7,1.78,Poor
ID03007,Female,20,Computer Science,50.8,2.8,2.64,9.0,4,2.32,Poor
ID03008,Male,21,Computer Science,81.8,5.4,2.38,7.3,7,2.97,Average
ID03009,Female,21,Economics,92.0,2.9,3.65,6.2,10,3.79,Excellent
ID03010,Male,22,Psychology,87.3,3.3,2.8,7.1,13,3.12,Good
ID03011,Male,21,Business,100.0,2.7,2.84,6.5,8,3.29,Good
ID03012,Male,18,Economics,91.6,3.3,2.57,9.4,8,2.94,Average
ID03013,Male,18,Computer Science,76.5,1.8,3.15,7.0,6,3.27,Good
ID03014,Male,23,Mathematics,50.1,1.5,2.74,8.0,9,2.53,Average
ID03015,Female,19,Economics,81.4,9.5,3.6,6.2,5,4.0,Excellent
ID03016,Male,21,Mathematics,100.0,6.5,3.25,7.4,12,3.61,Excellent
ID03017,Female,19,Mathematics,79.1,8.6,2.81,6.4,9,3.25,Good
ID03018,Male,20,Mathematics,85.4,9.1,3.53,4.9,8,4.0,Excellent
ID03019,Male,24,Engineering,91.3,2.2,3.1,9.0,6,3.21,Good
ID03020,Female,18,Psychology,69.8,8.4,3.11,7.5,8,3.47,Good
ID03021,Male,23,Business,94.3,7.2,2.37,8.2,4,2.7,Average
ID03022,Male,20,Business,100.0,3.2,3.06,5.9,8,3.3,Good
ID03023,Female,23,Computer Science,82.4,4.9,3.26,8.8,5,3.45,Good
ID03024,Male,24,Engineering,68.1,6.4,3.77,7.7,6,3.96,Excellent
ID03025,Male,24,Economics,84.0,5.6,2.72,7.2,12,3.32,Good
ID03026,Male,22,Economics,51.6,3.7,4.0,8.5,4,3.74,Excellent
ID03027,Female,18,Business,90.1,4.4,3.38,6.5,5,3.81,Excellent
ID03028,Female,20,Psychology,91.8,5.2,2.34,8.9,16,2.25,Poor
ID03029,Female,22,Mathematics,100.0,3.2,2.68,6.0,10,2.82,Average
ID03030,Female,24,Computer Science,82.1,5.6,3.81,7.0,9,4.0,Excellent
ID03031,Male,20,Psychology,91.1,2.6,3.72,5.6,10,3.93,Excellent
ID03032,Male,23,Business,72.1,8.6,3.11,5.3,7,3.18,Good
ID03033,Female,22,Engineering,79.7,7.0,3.17,6.3,15,3.54,Excellent
ID03034,Male,22,Computer Science,62.1,6.5,2.52,6.8,9,2.72,Average
ID03035,Male,18,Business,82.1,5.0,3.76,7.8,8,4.0,Excellent
ID03036,Male,19,Economics,80.4,4.6,2.61,6.0,8,2.91,Average
ID03037,Male,23,Computer Science,89.5,7.1,3.52,7.9,10,4.0,Excellent
ID03038,Female,23,Business,75.6,1.9,3.78,6.5,5,3.88,Excellent
ID03039,Male,22,Economics,86.3,2.4,3.12,6.3,9,3.48,Good
ID03040,Male,22,Economics,80.0,5.7,3.58,7.9,14,3.85,Excellent
ID03041,Male,18,Mathematics,80.0,3.9,4.0,6.2,8,4.0,Excellent
ID03042,Female,19,Engineering,86.2,2.8,3.23,9.7,8,3.41,Good
ID03043,Male,23,Mathematics,85.6,7.4,3.01,7.6,8,3.39,Good
ID03044,Male,24,Business,96.4,4.4,3.07,4.9,10,3.27,Good
ID03045,Female,21,Psychology,83.2,4.9,2.73,6.8,9,2.99,Average
ID03046,Female,21,Mathematics,79.8,7.5,2.72,6.0,6,2.87,Average
ID03047,Male,19,Psychology,82.3,3.7,3.32,4.5,8,3.73,Excellent
ID03048,Male,20,Economics,74.3,11.2,3.02,8.6,4,3.43,Good
ID03049,Male,18,Business,79.6,2.1,3.26,8.6,10,2.97,Average
ID03050,Male,19,Engineering,100.0,7.4,2.36,5.9,8,2.85,Average
ID03051,Male,21,Psychology,71.3,2.9,3.05,8.1,6,2.76,Average
ID03052,Male,22,Business,80.8,6.8,3.62,8.3,15,4.0,Excellent
ID03053,Male,21,Psychology,79.2,2.6,2.54,7.0,6,2.53,Average
ID03054,Male,22,Mathematics,81.3,1.5,3.11,8.4,8,3.24,Good
ID03055,Female,18,Business,80.0,6.8,2.17,7.4,3,2.56,Average
ID03056,Female,22,Mathematics,89.2,3.3,2.45,8.7,4,2.65,Average
ID03057,Female,19,Computer Science,59.3,1.6,3.5,5.2,12,3.04,Good
ID03058,Male,22,Business,100.0,7.0,2.95,7.2,11,3.51,Excellent
ID03059,Male,20,Psychology,94.5,4.6,4.0,7.3,10,4.0,Excellent
ID03060,Female,19,Computer Science,66.4,3.3,3.32,5.3,14,3.17,Good
ID03061,Male,18,Mathematics,51.0,5.0,3.37,5.4,6,3.02,Good
ID03062,Male,19,Mathematics,70.3,3.7,2.56,4.6,5,2.35,Poor
ID03063,Female,20,Psychology,81.4,3.4,2.91,7.1,9,3.13,Good
ID03064,Female,18,Computer Science,100.0,6.4,2.73,6.3,8,3.09,Good
ID03065,Female,21,Economics,93.1,4.6,2.57,5.1,8,2.97,Average
